Record,Weight,Date,WID,Wrestler1,Team1,Wrestler2,Team2,VS,Result,difVP,NAPM,NPF,Ride,Escaoe,Reversal,TD,LA,HI,HO,D,LS,COUNTER,THROW,APM,oTD,oLA,oHI,oHO,oD,oLS,Ocounter,oTHROW,oAPM,Laa,Lac,Tda,TDc,OPM,DPM,Ptotal,oLAa,oLAc,oTDa,oTDc,oPtotal,oOPM,oDPM,wResult,oppStrength,Seconds,Hia,Hic,Hoa,Hoc,Da,Dc,Lsa,LSc,Countera,Counterc,Throwa,Throwc,SU,E,R ,Cut,BD,MR,NF2,NF4,S ,TV,RT,oHIa,oHIc,oHOa,oHOc,oDa,oDc,oLSa,oLSc,oCountera,oCounterc,oThrowa,oThrowc,oSU,oE,oR,oCut,oBD,oMR,oNF2,oNF4,oS ,oTV,oRT
2,125,02/18/18,Jimenez Wisconsin 125,Jimenez,Wisconsin,Welch,Purdue,-21.66060799,0,-25.94153912,-2.285714286,0.33,1,0,0,0,0,0,0,0,0,0,0,-0.642857143,1,1,0,1,0,0,0,0,1.642857143,1,0,1,0,0.357142857,0,1,2,2,2,2,0,15071428571,0.071428571,1.64346301,2.191284014,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0
2548,197,03/03/18,Dixon Oklahoma 197,Dixon,Oklahoma,McLaughlin,Air Force,-21.72941344,0,7.434609042,-1.285714286,0,0,1,0,0,0,0,0,0,0,0,0,-0.714285714,0,0,0,0,0,0,0,0,0.571428571,0,0,1,0,0,0.285714286,1,3,0,3,0,0,0.428571429,0.142857143,0.398487227,0.442763586,420,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1769,141,03/03/18,Diehl Maryland 141,Diehl,Maryland,Stickley,Wisconsin,-21.90273109,0,17.01611111,-0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0,0,0,0,0,0,0,0,1.285714286,0,0,3,0,0.571428571,0.5,0,3,0,3,0,1,1.071428571,0.214285714,-1.761701681,-1.957446312,420,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1
1406,125,02/09/18,Mattin Michigan 125,Mattin,Michigan,Foley,Michigan State,-21.92105458,0,-12.06755977,-2.285714286,0.33,0,0.6,0,0,0,0,0,0,0,0,0,150,0.8,0.5,0,0,0,1,1,1,3.785714286,1,0,4,0,0.285714286,1.214285714,0,2,1,5,4,0,2.214285714,0.571428571,1.617418352,1.797131502,420,0,0,0,0,1,0,0,0,2,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,2,0,1,0,0,5,6,0,0,0,0,1
866,174,11/05/17,Batisto Cal State Bakersfield 174,Batisto,Cal State Bakersfield,Schoffstall,Edinboro,-22.01558434,0,null,-3.071428571,0.2,1,0.666666667,0,0,0,0,0,0,0,0,0,0.785714286,1,1,1,0,1,0,1,0,3.857142857,1,0,1,0,0.142857143,0.642857143,0,4,4,5,5,0,2.428571429,0.428571429,3.327012994,4.436017326,420,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1
3063,197,03/03/18,Mattiace Pennsylvania 197,Mattiace,Pennsylvania,Darmstadt,Cornell,-22.16071429,0,-64.29166667,-6.357142857,0.5,1,0,0,0,0,0,0,0,0,0,0,-2.928571429,0.142857143,0,0,0,0,0,0.333333333,0,3.428571429,4,0,7,0,0.571428571,0.5,4,4,0,7,1,0,1.714285714,0.714285714,7.319642857,9.75952381,420,3,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,3,1,1,1,0,0,1
1737,141,03/03/18,Turk Iowa 141,Turk,Iowa,Stickley,Wisconsin,-22.24619514,1,63.11594437,-0.285714286,1.75,1,0,0,0.666666667,0.666666667,0,0,1,0,0,0,0.785714286,0,0,0,0,0,0,0,0,1.071428571,3,2,3,2,1.785714286,0,1,1,0,3,0,0,0.428571429,0.642857143,-2.153190943,-1.957446312,420,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,4,0,0,0,0,0,0
45,165,02/18/18,Terry Ohio 165,Terry,Ohio,Burnham,Maryland,-22.31226406,0,null,0.142857143,1.8,0.25,0,0,0.6,0.333333333,0,0,1,0,1,1,1.785714286,0,0,0,0,0,0,0,0,1.642857143,3,1,5,3,1.214285714,0.571428571,0,1,0,2,0,1,1,0.642857143,-2.488369263,-2.764854736,420,1,0,1,0,1,1,1,0,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,2,2,0,1,0,1,1
1860,157,03/03/18,Alexander Maryland 157,Alexander,Maryland,Berger,Nebraska,-22.49632771,0,-40.17638373,-3.071428571,0.67,0,0,0,0.25,0.5,0,1,0,0,0,0,-0.071428571,0.4,0.5,0.666666667,0,0,0,0,0,3,2,1,4,1,0.571428571,0.357142857,1,4,2,5,2,0,15071428571,0.428571429,1.845605324,2.050672582,420,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,5,1,0,0,0,0,1
23,133,02/18/18,Simmons Maryland 133,Simmons,Maryland,Cefelo,Rider,-22.60814249,0,null,-2.366412214,0.83,0,0.75,0,0,0,0,0,0,0,0,0,1.297709924,1,0,0,0,0,0,1,1,3.664122137,5,0,5,0,0.763358779,0.534351145,0,0,0,3,3,0,2.595419847,1.06870229,0.5,1,393,2,0,1,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,1,3,0,0,0
1322,165,02/10/18,Torres Northern Colorado 165,Torres,Northern Colorado,Ashworth,Wyoming,-22.84511311,0,-86.70236119,-4.357142857,0.25,0,0.333333333,0,0,0,0,0,0,0,0,0,-2.571428571,0.285714286,0.333333333,0,0,0,0.5,0,0,1.785714286,2,0,2,0,0.285714286,0.142857143,3,6,2,7,2,0,150,0.285714286,5.340488689,5.933876322,420,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1666,125,03/03/18,Cray Maryland 125,Cray,Maryland,Jiminez,Wisconsin,-23.04821429,0,-28.60313246,-2.5,0.64,0.333333333,0.5,0.5,0.25,0,0,0,0,0,0.333333333,0,0.285714286,0.142857143,0,0,0,0,0,1,0,2.785714286,1,0,4,1,0.214285714,1.071428571,1,6,0,7,1,0,1,0.785714286,1.088035714,1.208928571,420,0,0,0,0,1,0,0,0,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,4,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,1
1477,285,02/04/18,Rachal Illinois 285,Rachal,Illinois,Gross,Rutgers,-23.10052891,0,21.74670664,-0.285714286,0.6,0,1,0,0,0,0,0,0,0,0,0,0.857142857,0.666666667,0.5,0,1,0,0,1,0,11042857143,2,0,3,0,0.428571429,0.428571429,0,2,1,3,2,0,0.571428571,0.571428571,-1.910052891,-2.12228099,420,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
550,149,11/09/17,Fueller Army 149,Fueller,Army,Retherford,Penn State,-23.1085721,0,null,-6.119047619,0.6,0,0,0,0,0,0,0,0,0,0,0,-0.285714286,0.75,1,1,0,1,0,0.5,0,5.833333333,3,0,3,0,0.714285714,0,1,2,2,4,3,0,4.642857143,1109047619,6.255809457,12.51161891,252,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,2,1,0,0,0,1,0,1,6,0,1,2,0,0,0
3036,197,03/03/18,Ziegler Brown 197,Ziegler,Brown,Loiseau,Drexel,-23.27142857,0,-20.31510771,-1.928571429,0,0,0,0,0,0,0,0,0,0,0,0,-1.642857143,1,1,1,0,0,0,0,0,0.285714286,0,0,0,0,0.285714286,0.071428571,2,1,1,1,1,3,1.928571429,0.357142857,1503,2.04,420,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,2,3,0,1
2612,285,03/03/18,Ngati West Virginia 285,Ngati,West Virginia,Macki,South Dakota State,-23.2819242,0,13.55928086,-1.071428571,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.333333333,0.333333333,0,0,0,0,0,1.071428571,3,0,5,0,0.428571429,0.571428571,1,3,1,4,1,0,0.785714286,0.285714286,-0.721049563,-0.801166181,420,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1527,285,02/02/18,Jennings Northwestern 285,Jennings,Northwestern,Gross,Rutgers,-23.34509089,1,45.23407024,0.214285714,0,1,1,0,0,0,0,0,0,0,0,0,0.357142857,0,0,0,0,0,0,0,0,0.142857143,0,0,1,0,0.071428571,0.285714286,0,1,0,1,0,0,0.142857143,0,-2.334509089,-2.12228099,420,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,125,01/14/18,Schnupp Penn State 125,Schnupp,Penn State,Foley,Michigan State,-23.38625604,0,-47.33296313,-2.857142857,0.62,0,0.666666667,0,0,0,0,0,0,0,0,0,0.714285714,0.181818182,0,0,0,0,0,0.333333333,0,3.571428571,8,0,9,0,11042857143,0.571428571,1,5,0,11,2,0,1,15071428571,1.617418352,1.797131502,420,6,0,2,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,6,2,0,0,0,1,0,0,2,2,0,0,0,0,1
3079,285,03/03/18,Pelusi Franklin & Marshall 285,Pelusi,Franklin & Marshall,Sweany,Cornell,-23.49308905,0,3.403927025,-3,0.4,0,0.5,0,0,0,0,0,0,0,0,0,-11042857143,0.1,0,0,0,0,0,0.25,0,1.857142857,4,0,5,0,0.571428571,0.285714286,2,6,0,10,1,0,0.857142857,1,2.450691095,2.722990105,420,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,2,0,1,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2241,125,03/03/18,Bianchi North Dakota State 125,Bianchi,North Dakota State,Williams,Fresno State,-23.55069736,0,-7.527267479,-1.857142857,0.53,0,0.8,0,0.166666667,0.333333333,0,1,0,0,0,0,0.785714286,0.666666667,0.666666667,0,0,1,0,0,0,2.642857143,3,1,6,1,0.714285714,1.071428571,1,6,4,6,4,0,2.357142857,0.285714286,0.368739787,0.409710875,420,2,0,1,1,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,1,0,0,2,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0
2579,197,03/03/18,Dixon Oklahoma 197,Dixon,Oklahoma,Weigel,Oklahoma State,-23.57857143,0,-10.0329932,-4,1,1,0,0,0,0,0,0,0,0,0,0,-0.857142857,0,0,0,0,0,0,0,0,3.142857143,1,0,1,0,0.142857143,0,1,0,0,0,0,0,2.142857143,0,1.642142857,2.18952381,420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,1
2112,285,03/03/18,Streifel Minnesota 285,Streifel,Minnesota,Streck,Purdue,-23.64801525,0,-7.86548948,-2.5,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0.857142857,0.8,1,0,1,1,0,0.5,0,3.357142857,2,0,2,0,0.285714286,0.571428571,0,3,3,5,4,0,1.642857143,0.714285714,1.635198475,1.816887194,420,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,0,1
1940,174,03/03/18,Lydy Purdue 174,Lydy,Purdue,Sebastian,Northwestern,-23.732831,0,-5.962272855,-2.714285714,0.23,0,1,0,0,0,0,0,0,0,0,0,-11042857143,0,0,0,0,0,0,0,0,15071428571,3,0,5,0,0.428571429,0.428571429,2,9,0,10,0,0,1.428571429,0.142857143,2.428914702,2.698794114,420,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,4,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2237,125,03/03/18,Cannon Nothern Colorado 125,Cannon,Nothern Colorado,Brown,South Dakota State,-23.8115788,0,null,-2.928571429,0.5,0,0.666666667,0,0,0,0,0,0,0,0,0,1.285714286,0.5,0.5,0,0,0,1,0.5,0,4.214285714,4,0,5,0,0.571428571,0.714285714,0,4,2,8,4,0,1.714285714,150,2.011699263,2.682265684,420,3,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,4,2,0,0,1,0,1,0,4,0,1,0,0,0,1
1836,157,03/03/18,Berger Nebraska 157,Berger,Nebraska,Oster,Northwestern,-23.81412222,1,47.56718325,0.357142857,1.67,0.5,1,0,0.375,0.375,0,0,0.75,0,0,0,1.285714286,0,0,0,0,0,0,0,0,0.928571429,8,3,8,3,2.142857143,0.142857143,2,4,0,10,0,1,0.571428571,1.357142857,-2.976650317,-2.706045743,420,2,0,1,0,4,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,0,3,0,0,0,1,0,6,0,0,0,3,2,0,0,0,0,0,0,1,0,0
2196,174,03/03/18,Siegrist Lock Haven 174,Siegrist,Lock Haven,Schoffstall,Edinboro,-23.97476802,0,null,-3.642857143,0.43,0,0.333333333,0,0,0,0,0,0,0,0,0,0.857142857,0.714285714,0.75,0.5,0,1,1,0.666666667,0,4.5,3,0,3,0,0.428571429,0.428571429,0,4,3,7,5,0,2.357142857,11042857143,3.327012994,4.436017326,420,2,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,3,2,0,0,0,1,0,0,11,2,0,0,0,0,1
194,197,02/03/18,Showunmi Stanford 197,Showunmi,Stanford,Hokit,Fresno State,-24.09550152,0,null,-1.071428571,0.5,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.333333333,0.333333333,0,0,1,0,0,0,1.928571429,3,0,3,0,0.714285714,0.142857143,0,3,1,3,1,0,150,0.428571429,-0.802407294,-3.209629178,420,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,2,1,0,1,0,0,0
229,197,02/16/18,Jumps Air Force 197,Jumps,Air Force,Paine,Wyoming,-24.10643166,0,null,-1.785714286,0.45,0,0.2,0,0,0,0,0,0,0,0,0,0.928571429,0.571428571,0.5,0.5,0,0,0.666666667,1,0,2.714285714,5,0,5,0,0.714285714,0.214285714,0,6,3,7,4,0,2.071428571,0.642857143,0.349097093,0.465462791,420,2,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,2,1,1,0,0,1,1,0,0,5,0,0,0,0,0,0
1789,149,03/03/18,Deakin Northwestern 149,Deakin,Northwestern,Raya,Indiana,-24.11516332,1,122.7110989,6.1,1,1,0,0,1,0,0,0,0,0,1,0,5.1,0,0,0,0,0,0,0,0,-1,0,0,1,1,3.3,1.8,0,0,0,0,0,1,0,0,-8.511516332,-4.863723618,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1538,157,02/02/18,Parriott Purdue 157,Parriott,Purdue,Tucker,Michigan State,-24.21548899,1,57.39165692,-0.928571429,1.4,0,0,0,0.5,0.5,0,1,0,0,0,0,-0.142857143,0,0,0,0,0,0,0,0,0.785714286,2,1,2,1,0.857142857,0,2,3,0,3,0,0,0.428571429,0.357142857,-1.864406042,-1.694914584,420,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
1541,174,02/02/18,Ritchie Michigan State 174,Ritchie,Michigan State,Lydy,Purdue,-24.29118426,0,-52.52124862,-2.357142857,0.17,0,0.666666667,0,0,0,0,0,0,0,0,0,-0.357142857,0.333333333,0.4,0.666666667,0,0,0,0,0,2,1,0,1,0,0.214285714,0.428571429,1,5,2,6,2,0,1.428571429,0.571428571,1.892310145,2.102566828,420,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,3,2,0,0,2,0,0,0,1,0,0,0,4,1,0,0,1,1,0,0,0,0,0
1422,197,02/09/18,Beazley Michigan 197,Beazley,Michigan,May,Michigan State,-24.29201324,1,52.5875104,-0.571428571,0.88,0.75,0.333333333,0,0.428571429,0.5,0,0,0,0.666666667,0.333333333,0,2.642857143,0.833333333,1,1,0,1,0,0.5,0,3.214285714,4,2,7,3,2.642857143,1,2,4,4,6,5,0,2.428571429,0.785714286,-1.786344181,-1.429075345,420,0,0,0,0,1,0,3,2,3,1,0,0,2,1,0,0,5,0,2,1,2,0,1,1,1,0,0,3,3,0,0,2,1,0,0,1,1,0,3,5,2,0,0,0,0,0
2332,141,03/03/18,Longo Oklahoma 141,Longo,Oklahoma,Alber,Northern Iowa,-24.37295711,0,-13.97158322,-3,0.75,0.5,1,0,0.142857143,0,0,0,0,0,0.25,0,-0.142857143,0.1,0,0,0,0,0,1,0,2.857142857,3,0,7,1,0.571428571,1.285714286,2,9,0,10,1,0,2.142857143,0.714285714,1.312704289,1.750272386,420,3,0,0,0,0,0,0,0,4,1,0,0,2,2,0,0,1,1,0,0,2,0,0,3,0,2,0,3,0,1,0,1,1,0,0,2,1,0,0,2,2,2,0,0,0,0
524,125,11/12/17,Meink Campbell 125,Meink,Campbell,Cray,Maryland,-24.45104233,0,null,-1.35483871,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1.35483871,1,1,1,0,0,1,0,0,2.709677419,2,0,2,0,0.774193548,0.580645161,0,2,2,2,2,0,2.709677419,0,-0.412846169,-1.651384674,155,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
254,141,02/02/18,Monserrat West Virginia 141,Monserrat,West Virginia,Opsal,Air Force,-24.55484694,0,2.310204082,-1.928571429,0.38,0,1,0,0,0,0,0,0,0,0,0,0.857142857,0.166666667,0.2,0.5,0,0,0,0,0,2.785714286,3,0,3,0,0.428571429,0.428571429,0,5,1,6,1,0,1.214285714,0.571428571,0.678443878,0.753826531,420,1,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,1,0,0,0,2,2,0,0,3,0,0,0,0,0,1
581,125,01/12/18,Schnupp Penn State 125,Schnupp,Penn State,Mattin,Michigan,-24.5900407,0,-35.26540336,-1.785714286,0.38,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.2,0.2,0,0,0.5,0,0,0,2.571428571,3,0,3,0,0.571428571,0.214285714,0,5,1,5,1,0,2.285714286,0.285714286,0.442781644,0.590375525,420,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,7,3,0,1,0,0,0
278,157,01/28/18,Oster Northwestern 157,Oster,Northwestern,Short,Minnesota,-24.59274912,0,-34.27012527,-2,0.5,0,0.8,0,0,0,0,0,0,0,0,0,15071428571,0.8,0.8,1,0,0,0.75,0,0,3.571428571,5,0,5,0,0.714285714,0.857142857,0,5,4,5,4,0,3.357142857,0.214285714,0.540725088,0.720966784,420,1,0,0,0,1,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0
2359,141,03/03/18,Carlson South Dakota State 141,Carlson,South Dakota State,Turner,Wyoming,-24.64285714,0,null,-2.142857143,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.642857143,0.75,0.5,1,0,0,0,1,0,2.785714286,2,0,2,0,0.285714286,0.357142857,0,2,1,4,3,1,1.785714286,1,0.75,1,420,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,1,0,0,8,1,0,1,1,0,1
1114,149,02/11/18,Amine Michigan 149,Amine,Michigan,Hayes,Ohio State,-24.64404251,0,-37.05202684,-5.214285714,0.55,1,0.4,0,0,0,0,0,0,0,0,0,-1.071428571,0.363636364,0.4,0.5,0.5,0,0,0.333333333,0,4.142857143,6,0,8,0,0.857142857,1.071428571,3,5,2,11,4,0,1.714285714,1.428571429,5.120011333,5.688901481,420,2,0,0,0,0,0,4,0,2,0,0,0,7,2,0,0,0,0,0,0,3,0,0,2,1,2,1,0,0,1,0,6,2,0,0,0,0,0,0,2,4,0,0,0,0,1
2929,174,03/03/18,Rogers Brown 174,Rogers,Brown,Johnson,Harvard,-24.77894249,0,null,-0.714285714,0.61,0,0.75,0,0.125,0,0,0,0,0,0.25,0,2.071428571,0.333333333,0.5,1,0,0.5,0.333333333,0,0,2.785714286,4,0,8,1,0.642857143,1.428571429,0,6,3,9,3,1,2.285714286,0.5,-1.487634508,-1.652927231,420,1,0,1,0,2,0,0,0,4,1,0,0,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,3,1,2,0,1,0,1,1,0,0,4,2,0,0,1,0,1
43,157,02/18/18,Cummings Ohio 157,Cummings,Ohio,Alexander,Maryland,-24.8289189,0,null,-1.991150442,1,1,0,0,0,0,0,0,0,0,0,0,0.398230088,1,0,0,0,0,0,1,0,2.389380531,1,0,1,0,0.398230088,0,0,0,0,1,1,0,15092920354,0.796460177,-0.491741448,-1.966965791,226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,0,0
2268,125,03/03/18,Brown South Dakota State 125,Brown,South Dakota State,Lamont,Utah Valley,-24.8984375,0,2.758668745,-2.642857143,0.38,0,0.75,0.25,0,0,0,0,0,0,0,0,0.357142857,0.375,0.333333333,0,0,0,0.5,0,1,3,3,0,4,0,0.571428571,0.785714286,1,3,1,8,3,0,2.285714286,0.714285714,1.804799107,2.40639881,420,0,0,2,0,1,0,0,0,1,0,0,0,1,2,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,0,2,2,0,2,0,0,1,1,0,1,0,0,0
1050,165,12/01/17,Fogarty North Dakota State 165,Fogarty,North Dakota State,Campbell,Ohio State,-24.98306068,0,-27.61782385,-3.785714286,0.5,1,0,0,0,0,0,0,0,0,0,0,-0.285714286,0.5,0.6,0,0,0.6,0,0,0,3.5,5,0,5,0,0.714285714,0,1,5,3,6,3,0,2.357142857,0.142857143,3.18026536,4.240353813,420,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1
1716,133,03/03/18,Lantz Wisconsin 133,Lantz,Wisconsin,Keener,Penn State,-25.00134191,0,-33.56834384,-1.891891892,0.2,1,0.666666667,0,0,0,0,0,0,0,0,0,1.081081081,0.2,0,0,0,0,0,0,1,2.972972973,1,0,3,0,0.27027027,0.810810811,0,3,0,5,1,0,2.702702703,0.27027027,0.905271215,3.621084859,222,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2878,165,03/03/18,Tarsi Harvard 165,Tarsi,Harvard,Mendel,Army,-25.00625357,0,null,-2.928571429,0.18,0,0.6,0.2,0,0,0,0,0,0,0,0,0.928571429,0.444444444,0.444444444,0.2,0,0,0.75,0,0,3.857142857,1,0,8,0,0.285714286,1.642857143,1,9,4,9,4,1,3.571428571,0.285714286,2.824049968,3.765399957,420,0,0,0,0,1,0,0,0,6,0,1,0,3,2,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,4,3,0,0,0,0,0,2,0,0,5,3,0,1,1,0,1
1328,285,02/10/18,Winters Northern Colorado 285,Winters,Northern Colorado,Eagan,Wyoming,-25.05548333,0,-30.7796217,-2.571428571,0.6,0,1,0,0,0,0,0,0,0,0,0,-0.142857143,0.5,1,1,0,0,1,0,0,2.428571429,3,0,3,0,0.428571429,0.428571429,1,2,2,4,2,0,1,0.428571429,1.094451667,1.216057408,420,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1
161,133,02/04/18,Griffin Michigan State 133,Griffin,Michigan State,Renteria,Nebraska,-25.2817573,0,-104.9682128,-4.666666667,1.25,0,0,0,0.333333333,0.333333333,0.5,0,0,0,0,0,3.666666667,1,0,0,0,0,0,0,1,8.333333333,3,1,3,1,3.666666667,0,0,0,0,1,1,0,7.333333333,1,0.97182427,3.887297079,90,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0
2177,165,03/03/18,Griffith George Mason 165,Griffith,George Mason,Marsteller,Lock Haven,-25.40441176,0,null,-2.714285714,0.33,0,0.8,0,0,0,0,0,0,0,0,0,1.642857143,0.5,0.666666667,0.5,0.75,0,0,0,0,4.357142857,3,0,7,0,0.428571429,1.214285714,0,6,4,8,4,0,2.928571429,0.428571429,1.983368347,2.64449113,420,1,0,0,0,1,0,1,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,1,4,3,0,0,0,0,2,0,0,0,0,1,0,0,4,1,0,1,0,0,1
2691,133,03/03/18,Lambert Hofstra 133,Lambert,Hofstra,Campbell,Bucknell,-25.42642857,0,-16.84761905,-1.785714286,0.45,0,0.5,0,0.333333333,0,0,0,0,0,0,1,0.285714286,0.75,0.75,1,0,1,1,0,0,2.071428571,0,0,3,1,0.714285714,0.571428571,1,4,3,4,3,0,15071428571,0.5,0.225214286,0.250238095,420,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,2,2,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0
