Record,Weight,Date,Wrestler1,Team1,Wrestler2,Team2,Result,Seconds,Hia,Hic,Hoa,Hoc,Da,Dc,Lsa,LSc,Countera,Counterc,Throwa,Throwc,SU,E,R ,Cut,BD,MR,NF2,NF4,S ,TV,RT,oHIa,oHIc,oHOa,oHOc,oDa,oDc,oLSa,oLSc,oCountera,oCounterc,oThrowa,oThrowc,oSU,oE,oR,oCut,oBD,oMR,oNF2,oNF4,oS ,oTV,oRT
2001,184,3/3/2018,Venz,Nebraska,Robertson,Wisconsin,1.25,420,1,1,1,0,0,0,1,0,2,2,0,0,0,0,1,0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2002,184,3/3/2018,Robertson,Wisconsin,Venz,Nebraska,0.75,420,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,2,2,0,0,0,0,1,0,3,1,1,0,0,0,1
2003,184,3/3/2018,Bowman,Iowa,Krone,Minnesota,0.9,420,0,0,2,1,1,1,0,0,2,1,0,0,2,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
2004,184,3/3/2018,Krone,Minnesota,Bowman,Iowa,1.1,420,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,2,1,1,1,0,0,2,1,0,0,2,1,0,2,3,0,0,0,0,0,0
2005,184,3/3/2018,Parker,Illinois,Venz,Nebraska,0.9,420,1,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,1,0,2,0,0,3,0,0,1,0,0,1
2006,184,3/3/2018,Venz,Nebraska,Parker,Illinois,1.1,420,2,0,0,0,0,0,1,0,2,0,2,1,0,2,0,0,3,0,0,1,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,184,3/3/2018,Abounader,Michigan,Krone,Minnesota,1.25,420,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,184,3/3/2018,Krone,Minnesota,Abounader,Michigan,0.75,420,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,1
2009,184,3/3/2018,Nickal,Penn State,Parker,Illinois,1.1,420,2,0,3,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2010,184,3/3/2018,Parker,Illinois,Nickal,Penn State,0.9,420,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,3,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2011,184,3/3/2018,Abounader,Michigan,Martin,Ohio State,0.9,420,1,0,1,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1
2012,184,3/3/2018,Martin,Ohio State,Abounader,Michigan,1.1,420,2,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0
2013,184,3/3/2018,Bowman,Iowa,Robertson,Wisconsin,0.9,420,0,0,2,0,0,0,0,0,6,1,1,0,0,2,0,2,1,0,0,0,0,0,0,1,0,1,0,4,3,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1
2014,184,3/3/2018,Robertson,Wisconsin,Bowman,Iowa,1.1,420,1,0,1,0,4,3,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,6,1,1,0,0,2,0,2,1,0,0,0,0,0,0
2015,184,3/3/2018,Abounader,Michigan,Venz,Nebraska,1.1,420,2,0,1,1,0,0,1,0,4,0,0,0,2,1,0,0,2,0,0,1,1,0,0,1,0,1,0,2,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0
2016,184,3/3/2018,Venz,Nebraska,Abounader,Michigan,0.9,420,1,0,1,0,2,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,1,0,4,0,0,0,2,1,0,0,2,0,0,1,1,0,0
2017,184,3/3/2018,Nickal,Penn State,Martin,Ohio State,1.1,420,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,3,4,0,0,1,0,1,2,0,1,1,0,0,2,0,1,0,0,0,4,2,0,1,1,0,0,0,0,0,0
2018,184,3/3/2018,Martin,Ohio State,Nickal,Penn State,0.9,420,2,0,1,1,0,0,2,0,1,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,3,4,0,0,1,0,1
2019,197,3/3/2018,May,Michigan State,Schultz,Nebraska,0.9,420,0,0,3,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,197,3/3/2018,Schultz,Nebraska,May,Michigan State,1.1,420,3,1,0,0,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2021,197,3/3/2018,Ritter,Wisconsin,Whisler,Maryland,1.1,420,0,0,0,0,0,0,1,0,3,1,1,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
2022,197,3/3/2018,Whisler,Maryland,Ritter,Wisconsin,0.9,420,1,0,1,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,1,0,0,2,1,0,0,0,0,0
2023,197,3/3/2018,Anderson,Minnesota,Beazley,Michigan,0.9,420,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,1,0,1,0,2,2,3,0,0,0,0,1,0,0,4,0,0,1,1,0,0
2024,197,3/3/2018,Beazley,Michigan,Anderson,Minnesota,1.1,420,0,0,1,0,1,0,2,2,3,0,0,0,0,1,0,0,4,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,1,0,0
2025,197,3/3/2018,Wilcke,Iowa,Lee,Illinois,1.1,420,1,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2026,197,3/3/2018,Lee,Illinois,Wilcke,Iowa,0.9,420,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1
2027,197,3/3/2018,Brunner,Purdue,Messner,Rutgers,1.75,297,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2028,197,3/3/2018,Messner,Rutgers,Brunner,Purdue,0.5,297,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,1,0,2,0,0,0
2029,197,3/3/2018,Rasheed,Penn State,Keimola,Indiana,1.1,420,0,0,0,0,2,2,0,0,1,0,0,0,1,3,0,0,5,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2030,197,3/3/2018,Keimola,Indiana,Rasheed,Penn State,0.9,420,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,3,0,0,5,0,0,0,0,0,1
2031,197,3/3/2018,Anderson,Minnesota,Whisler,Maryland,0.9,420,3,0,0,0,3,0,2,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2032,197,3/3/2018,Whisler,Maryland,Anderson,Minnesota,1.1,420,3,0,0,0,0,0,2,0,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,2,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2033,197,3/3/2018,Lee,Illinois,Messner,Rutgers,1.1,420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2034,197,3/3/2018,Messner,Rutgers,Lee,Illinois,0.9,420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2035,197,3/3/2018,Moore,Ohio State,Schultz,Nebraska,1.25,420,3,0,1,1,5,2,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2036,197,3/3/2018,Schultz,Nebraska,Moore,Ohio State,0.75,420,1,0,0,0,2,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,1,5,2,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2037,197,3/3/2018,Beazley,Michigan,Ritter,Wisconsin,1.75,391,1,0,0,0,1,1,0,0,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2038,197,3/3/2018,Ritter,Wisconsin,Beazley,Michigan,0.5,391,0,0,2,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0
2039,197,3/3/2018,Brunner,Purdue,Wilcke,Iowa,1.1,420,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,0,0,1,0,1,0,0,1,1,1,0,1,0,2,0,1,0,2,0,0,1,1,0,0,0,2,1,0
2040,197,3/3/2018,Wilcke,Iowa,Brunner,Purdue,0.9,420,0,0,1,1,1,0,1,0,2,0,1,0,2,0,0,1,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,0,0,1,0,1
2041,197,3/3/2018,Rasheed,Penn State,Chakonis,Northwestern,1.1,420,3,3,0,0,0,0,2,0,0,0,0,0,1,2,1,0,4,2,0,0,0,0,1,2,0,1,0,0,0,1,0,3,0,1,1,2,2,0,0,0,0,0,1,0,0,0
2042,197,3/3/2018,Chakonis,Northwestern,Rasheed,Penn State,0.9,420,2,0,1,0,0,0,1,0,3,0,1,1,2,2,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,1,2,1,0,4,2,0,0,0,0,1
2043,197,3/3/2018,Chakonis,Northwestern,May,Michigan State,1.25,420,1,1,0,0,0,0,1,1,2,0,0,0,0,2,0,0,1,0,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,197,3/3/2018,May,Michigan State,Chakonis,Northwestern,0.75,420,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,2,0,0,1,0,1,1,0,0,1
2045,197,3/3/2018,Wilcke,Iowa,Whisler,Maryland,1.1,420,2,0,0,0,3,0,2,0,1,1,0,0,0,1,1,0,3,1,0,0,1,0,1,1,0,1,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2046,197,3/3/2018,Whisler,Maryland,Wilcke,Iowa,0.9,420,1,0,1,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,2,0,1,1,0,0,0,1,1,0,3,1,0,0,1,0,1
2047,197,3/3/2018,Lee,Illinois,Ritter,Wisconsin,0.9,420,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2048,197,3/3/2018,Ritter,Wisconsin,Lee,Illinois,1.1,420,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2049,197,3/3/2018,Schultz,Nebraska,Kleimola,Indiana,1.25,420,1,1,1,1,0,0,5,2,1,0,1,1,0,1,0,1,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,3,0,2,0,2,3,0,0,0,0,0,0,0,0,0
2050,197,3/3/2018,Kleimola,Indiana,Schultz,Nebraska,0.75,420,1,0,1,0,0,0,0,0,3,0,2,0,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,2,1,0,1,1,0,1,0,1,3,0,0,1,0,0,1
2051,197,3/3/2018,Chakonis,Northwestern,Wilcke,Iowa,0.9,420,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2052,197,3/3/2018,Wilcke,Iowa,Chakonis,Northwestern,1.1,420,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0
2053,197,3/3/2018,Schultz,Nebraska,Ritter,Wisconsin,0.5,128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2054,197,3/3/2018,Ritter,Wisconsin,Schultz,Nebraska,1.75,128,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2055,197,3/3/2018,Beazley,Michigan,Moore,Ohio State,0.9,420,2,0,0,0,2,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,2,1,0,0,0,2,0,0,11,0,0,0,0,0,1
2056,197,3/3/2018,Moore,Ohio State,Beazley,Michigan,1.1,420,2,0,0,0,1,0,2,0,2,1,0,0,0,2,0,0,11,0,0,0,0,0,1,2,0,0,0,2,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2057,197,3/3/2018,Rasheed,Penn State,Brunner,Purdue,1.25,420,4,2,1,0,0,0,0,0,2,0,0,0,4,0,1,0,4,0,0,1,1,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0
2058,197,3/3/2018,Brunner,Purdue,Rasheed,Penn State,0.75,420,1,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,4,2,1,0,0,0,0,0,2,0,0,0,4,0,1,0,4,0,0,1,1,0,0
2059,197,3/3/2018,Beazley,Michigan,Wilcke,Iowa,1.1,420,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2060,197,3/3/2018,Wilcke,Iowa,Beazley,Michigan,0.9,420,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2061,197,3/3/2018,Brunner,Purdue,Ritter,Wisconsin,0.9,420,2,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,0,0,1,2,0,1,0,0,0
2062,197,3/3/2018,Ritter,Wisconsin,Brunner,Purdue,1.1,420,0,0,0,0,0,0,1,0,2,0,1,0,1,2,0,0,1,2,0,1,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0
2063,197,3/3/2018,Chakonis,Northwestern,Schultz,Nebraska,0.9,420,3,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2064,197,3/3/2018,Schultz,Nebraska,Chakonis,Northwestern,1.1,420,4,0,1,0,1,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2065,197,3/3/2018,Rasheed,Penn State,Moore,Ohio State,0.9,420,2,0,1,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,3,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,197,3/3/2018,Moore,Ohio State,Rasheed,Penn State,1.1,420,1,0,4,3,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2067,285,3/3/2018,Rebottaro,Michigan State,Streifel,Minnesota,0.9,420,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,1
2068,285,3/3/2018,Streifel,Minnesota,Rebottaro,Michigan State,1.1,420,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2069,285,3/3/2018,Hemida,Maryland,Stone,Wisconsin,1.1,420,1,1,2,0,1,0,0,0,0,0,1,1,0,1,1,0,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,0
2070,285,3/3/2018,Stone,Wisconsin,Hemida,Maryland,0.9,420,0,0,0,0,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1,1,0,6,1,0,0,0,0,1
2071,285,3/3/2018,Stoll,Iowa,Gross,Rutgers,1.1,420,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2072,285,3/3/2018,Gross,Rutgers,Stoll,Iowa,0.9,420,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2073,285,3/3/2018,Nevills,Penn State,Rachal,Illinois,1.25,420,4,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,5,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
2074,285,3/3/2018,Rachal,Illinois,Nevills,Penn State,0.75,420,5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,5,1,0,1,0,0,1
2075,285,3/3/2018,Jennings,Northwestern,Jensen,Nebraska,1.1,420,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0
2076,285,3/3/2018,Jensen,Nebraska,Jennings,Northwestern,0.9,420,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,0,0,0,0,0
2077,285,3/3/2018,Snyder,Ohio State,Miller,Indiana,1.5,420,2,1,0,0,1,1,3,3,6,5,1,1,0,1,0,5,4,0,0,0,0,0,1,0,0,1,0,1,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2078,285,3/3/2018,Miller,Indiana,Snyder,Ohio State,0.5,420,0,0,1,0,1,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,3,3,6,5,1,1,0,1,0,5,4,0,0,0,0,0,1
2079,285,3/3/2018,Gross,Rutgers,Stone,Wisconsin,0.5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2080,285,3/3/2018,Stone,Wisconsin,Gross,Rutgers,1.75,107,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,285,3/3/2018,Rachal,Illinois,Jensen,Nebraska,0.9,420,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2082,285,3/3/2018,Jensen,Nebraska,Rachal,Illinois,1.1,420,1,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2083,285,3/3/2018,Coon,Michigan,Streifel,Minnesota,1.25,420,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
2084,285,3/3/2018,Streifel,Minnesota,Coon,Michigan,0.75,420,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,0,5,0,0,0,0,0,1
2085,285,3/3/2018,Stoll,Iowa,Hemida,Maryland,1.1,420,1,0,0,0,1,0,0,0,4,2,0,0,0,1,0,1,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0
2086,285,3/3/2018,Hemida,Maryland,Stoll,Iowa,0.9,420,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,1,0,1,4,0,0,0,0,0,1
2087,285,3/3/2018,Jennings,Northwestern,Nevills,Penn State,0.9,420,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1
2088,285,3/3/2018,Nevills,Penn State,Jennings,Northwestern,1.1,420,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2089,285,3/3/2018,Streck,Purdue,Snyder,Ohio State,0.75,420,1,0,3,0,0,0,1,0,9,0,1,0,0,1,0,0,0,0,0,0,2,0,0,9,2,1,1,1,0,3,2,2,2,0,0,0,1,0,5,3,0,0,0,0,0,1
2090,285,3/3/2018,Snyder,Ohio State,Streck,Purdue,1.25,420,9,2,1,1,1,0,3,2,2,2,0,0,0,1,0,5,3,0,0,0,0,0,1,1,0,3,0,0,0,1,0,9,0,1,0,0,1,0,0,0,0,0,0,2,0,0
2091,285,3/3/2018,Rebottaro,Michigan State,Streck,Purdue,0.9,420,3,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2092,285,3/3/2018,Streck,Purdue,Rebottaro,Michigan State,1.1,420,2,2,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0
2093,285,3/3/2018,Jennings,Northwestern,Stone,Wisconsin,1.5,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2094,285,3/3/2018,Stone,Wisconsin,Jennings,Northwestern,0.5,370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0
2095,285,3/3/2018,Jensen,Nebraska,Hemida,Maryland,0.5,45,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2096,285,3/3/2018,Hemida,Maryland,Jensen,Nebraska,1.75,45,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2097,285,3/3/2018,Streifel,Minnesota,Miller,Indiana,1.1,420,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0
2098,285,3/3/2018,Miller,Indiana,Streifel,Minnesota,0.9,420,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,5,1,0,0,1,0,1
2099,285,3/3/2018,Jennings,Northwestern,Streck,Purdue,1.75,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,285,3/3/2018,Streck,Purdue,Jennings,Northwestern,0.5,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2101,285,3/3/2018,Streifel,Minnesota,Hemida,Maryland,0.9,420,1,0,2,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,1
2102,285,3/3/2018,Hemida,Maryland,Streifel,Minnesota,1.1,420,2,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2103,285,3/3/2018,Stoll,Iowa,Jennings,Northwestern,1.75,108,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,285,3/3/2018,Jennings,Northwestern,Stoll,Iowa,0.5,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2105,285,3/3/2018,Nevills,Penn State,Hemida,Maryland,1.1,420,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
