Record,Weight,Date,Wrestler1,Team1,Wrestler2,Team2,Result,Seconds,Hia,Hic,Hoa,Hoc,Da,Dc,Lsa,LSc,Countera,Counterc,Throwa,Throwc,SU,E,R ,Cut,BD,MR,NF2,NF4,S ,TV,RT,oHIa,oHIc,oHOa,oHOc,oDa,oDc,oLSa,oLSc,oCountera,oCounterc,oThrowa,oThrowc,oSU,oE,oR,oCut,oBD,oMR,oNF2,oNF4,oS ,oTV,oRT
2106,285,3/3/2018,Hemida,Maryland,Nevills,Penn State,0.9,420,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2107,285,3/3/2018,Stoll,Iowa,Coon,Michigan,0.5,122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2108,285,3/3/2018,Coon,Michigan,Stoll,Iowa,1.75,122,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2109,285,3/3/2018,Nevills,Penn State,Snyder,Ohio State,0.75,420,1,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,3,0,0,1,0,3,3,0,0,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2110,285,3/3/2018,Snyder,Ohio State,Nevills,Penn State,1.25,420,1,0,3,3,0,0,4,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,3,0,0
2111,285,3/3/2018,Streck,Purdue,Streifel,Minnesota,1.1,420,0,0,2,2,1,1,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
2112,285,3/3/2018,Streifel,Minnesota,Streck,Purdue,0.9,420,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,0,1
2113,285,3/3/2018,Stoll,Iowa,Nevills,Penn State,0.9,420,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,2,0,0
2114,285,3/3/2018,Nevills,Penn State,Stoll,Iowa,1.1,420,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2115,285,3/3/2018,Coon,Michigan,Snyder,Ohio State,0.9,420,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
2116,285,3/3/2018,Snyder,Ohio State,Coon,Michigan,1.1,420,2,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0
2117,125,3/3/2018,Martin,Cleveland State,Russel,Edinboro,0.5,267,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,1,0,0,0,0,0,0,7,2,2,1,2,1,2,2,2,2,0,0,0,1,0,5,4,2,1,1,0,0,0
2118,125,3/3/2018,Russel,Edinboro,Martin,Cleveland State,1.5,267,7,2,2,1,2,1,2,2,2,2,0,0,0,1,0,5,4,2,1,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,1,0,0,0,0,0,0
2119,125,3/3/2018,Bunduka,George Mason,Werner,Lock Haven,1.1,420,1,0,1,0,4,2,0,0,2,1,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,4,0,2,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0
2120,125,3/3/2018,Werner,Lock Haven,Bunduka,George Mason,0.9,420,0,0,0,0,4,0,2,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,0,2,1,0,0,0,0,0,0,3,3,0,0,1,0,1
2121,125,3/3/2018,Park,Clarion,Girard,Bloomsburg,1.1,420,2,1,1,1,2,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,1,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2122,125,3/3/2018,Girard,Bloomsburg,Park,Clarion,0.9,420,3,0,2,0,1,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2123,125,3/3/2018,Bunduka,George Mason,Russel,Edinboro,0.9,420,0,0,1,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2124,125,3/3/2018,Russel,Edinboro,Bunduka,George Mason,1.1,420,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0
2125,125,3/3/2018,Park,Clarion,Wert,Rider,0.9,420,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1
2126,125,3/3/2018,Wert,Rider,Park,Clarion,1.1,420,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2127,125,3/3/2018,Wert,Rider,Russel,Edinboro,0.9,420,0,0,1,0,1,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,2,0,0,0,0,1,0,0,3,2,0,0,0,0,1
2128,125,3/3/2018,Russel,Edinboro,Wert,Rider,1.1,420,1,0,2,1,1,1,1,0,2,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,1,0,1,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2129,125,3/3/2018,Bunduka,George Mason,Wert,Rider,1.1,420,3,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0
2130,125,3/3/2018,Wert,Rider,Bunduka,George Mason,0.9,420,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0
2131,133,3/3/2018,Cooley,Clarion,Myers,Edinboro,0.5,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
2132,133,3/3/2018,Myers,Edinboro,Cooley,Clarion,1.75,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,133,3/3/2018,Coghill,Cleveland State,Schultz,Bloomsburg,0.5,54,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2134,133,3/3/2018,Schultz,Bloomsburg,Coghill,Cleveland State,1.75,54,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2135,133,3/3/2018,Mello,George Mason,Cefolo,Rider,0.5,109,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0
2136,133,3/3/2018,Cefolo,Rider,Mello,George Mason,1.75,109,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,133,3/3/2018,Myers,Edinboro,Fehlman,Lock Haven,1.75,270,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,133,3/3/2018,Fehlman,Lock Haven,Myers,Edinboro,0.5,270,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0
2139,133,3/3/2018,Schultz,Bloomsburg,Cefolo,Rider,1.1,420,5,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,5,0,0,0,1,2,1,0,1,0,1,0,0,0,0
2140,133,3/3/2018,Cefolo,Rider,Schultz,Bloomsburg,0.9,420,1,0,0,0,1,0,1,0,5,0,0,0,1,2,1,0,1,0,1,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,1,0,0
2141,133,3/3/2018,Schultz,Bloomsburg,Myers,Edinboro,0.9,420,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1
2142,133,3/3/2018,Myers,Edinboro,Schultz,Bloomsburg,1.1,420,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,141,3/3/2018,Hagan,Edinboro,Shoop,Lock Haven,0.9,420,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,2,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,2,1,0,0,0,1
2144,141,3/3/2018,Shoop,Lock Haven,Hagan,Edinboro,1.1,420,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,2,0,0,2,0,0
2145,141,3/3/2018,Cheek,Cleveland State,Anthony,George Mason,1.75,408,0,0,1,0,3,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2146,141,3/3/2018,Anthony,George Mason,Cheek,Cleveland State,0.5,408,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0
2147,141,3/3/2018,Orem,Bloomsburg,Dippery,Rider,0.5,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0
2148,141,3/3/2018,Dippery,Rider,Orem,Bloomsburg,1.5,94,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,141,3/3/2018,Zacherl,Clarion,Shoop,Lock Haven,1.1,420,2,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,1,0,0,0,0,0
2150,141,3/3/2018,Shoop,Lock Haven,Zacherl,Clarion,0.9,420,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,1,0,0,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,4,2,0,0,1,0,1
2151,141,3/3/2018,Cheek,Cleveland State,Dippery,Rider,1.1,420,1,1,0,0,2,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,6,0,0,0,0,0,1
2152,141,3/3/2018,Dippery,Rider,Cheek,Cleveland State,0.9,420,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,6,0,0,0,0,0,1,1,1,0,0,2,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,2,0,0
2153,141,3/3/2018,Cheek,Cleveland State,Zacherl,Clarion,1.75,172,1,1,0,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0
2154,141,3/3/2018,Zacherl,Clarion,Cheek,Cleveland State,0.5,172,0,0,0,0,3,2,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
2155,149,3/3/2018,Yorkdale,George Mason,Ford,Cleveland State,1.25,420,1,1,2,0,0,0,1,1,0,0,0,0,2,0,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2156,149,3/3/2018,Ford,Cleveland State,Yorkdale,George Mason,0.75,420,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,2,0,2,0,3,0,0,1,0,0,1
2157,149,3/3/2018,Ortz,Clarion,Stahlnecker,Bloomsburg,1.5,262,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,7,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0
2158,149,3/3/2018,Stahlnecker,Bloomsburg,Ortz,Clarion,0.5,262,2,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,7,4,0,2,0,0,0
2159,149,3/3/2018,Lorea,Edinboro,Dinmore,Rider,0.9,420,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,1
2160,149,3/3/2018,Dinmore,Rider,Lorea,Edinboro,1.1,420,1,1,2,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2161,149,3/3/2018,Yorkdale,George Mason,Perry,Lock Haven,0.5,354,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,4,4,0,0,0,1,0,0,5,1,1,1,0,0,0
2162,149,3/3/2018,Perry,Lock Haven,Yorkdale,George Mason,1.5,354,3,2,0,0,0,0,0,0,4,4,0,0,0,1,0,0,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0
2163,149,3/3/2018,Ortz,Clarion,Dinmore,Rider,1.75,417,0,0,2,1,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,1,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0
2164,149,3/3/2018,Dinmore,Rider,Ortz,Clarion,0.5,417,3,0,1,0,1,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
2165,149,3/3/2018,Ortz,Clarion,Perry,Lock Haven,0.9,420,0,0,3,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1
2166,149,3/3/2018,Perry,Lock Haven,Ortz,Clarion,1.1,420,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2167,157,3/3/2018,Yorkdale,George Mason,Shay,Clarion,0.9,420,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,1
2168,157,3/3/2018,Shay,Clarion,Yorkdale,George Mason,1.1,420,1,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2169,157,3/3/2018,Laubach,Bloomsburg,Clagon,Rider,0.75,420,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,1,1,0,8,0,1,0,0,0,1
2170,157,3/3/2018,Clagon,Rider,Laubach,Bloomsburg,1.25,420,1,1,0,0,2,2,0,0,0,0,0,0,0,1,1,0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2171,157,3/3/2018,Shay,Clarion,Shomers,Edinboro,0.75,420,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1
2172,157,3/3/2018,Shomers,Edinboro,Shay,Clarion,1.25,420,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2173,157,3/3/2018,Clagon,Rider,Klucker,Lock Haven,0.9,420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0
2174,157,3/3/2018,Klucker,Lock Haven,Clagon,Rider,1.1,420,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2175,157,3/3/2018,Klucker,Lock Haven,Shomers,Edinboro,1.75,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,157,3/3/2018,Shomers,Edinboro,Klucker,Lock Haven,0.5,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2177,165,3/3/2018,Griffith,George Mason,Marsteller,Lock Haven,0.75,420,1,0,0,0,1,0,1,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,1,4,3,0,0,0,0,2,0,0,0,0,1,0,0,4,1,0,1,0,0,1
2178,165,3/3/2018,Marsteller,Lock Haven,Griffith,George Mason,1.25,420,2,1,4,3,0,0,0,0,2,0,0,0,0,1,0,0,4,1,0,1,0,0,1,1,0,0,0,1,0,1,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0
2179,165,3/3/2018,Poullas,Cleveland State,Wohlabaugh,Clarion,1.1,420,3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0
2180,165,3/3/2018,Wohlabaugh,Clarion,Poullas,Cleveland State,0.9,420,2,0,1,0,0,0,1,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2181,165,3/3/2018,Newberry,Bloomsburg,Hoehn,Edinboro,0.75,420,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,2,0,1,0,5,1,1,0,1,1,1
2182,165,3/3/2018,Hoehn,Edinboro,Newberry,Bloomsburg,1.25,420,1,0,0,0,1,0,1,1,1,1,0,0,2,0,1,0,5,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2183,165,3/3/2018,Poullas,Cleveland State,Marsteller,Lock Haven,0.9,420,1,0,2,0,1,0,3,0,9,0,1,0,2,3,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0
2184,165,3/3/2018,Marsteller,Lock Haven,Poullas,Cleveland State,1.1,420,4,1,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,3,0,9,0,1,0,2,3,0,0,0,0,0,0,0,0,0
2185,165,3/3/2018,Walsh,Rider,Hoehn,Edinboro,1.25,420,2,1,0,0,0,0,4,3,1,0,0,0,2,1,0,0,4,2,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,4,2,0,0,0,1,0,0,2,0,0
2186,165,3/3/2018,Hoehn,Edinboro,Walsh,Rider,0.75,420,1,0,1,0,0,0,0,0,2,0,0,0,4,2,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,4,3,1,0,0,0,2,1,0,0,4,2,1,0,0,0,1
2187,165,3/3/2018,Walsh,Rider,Marsteller,Lock Haven,1.1,420,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,5,0,0,1,0,1,3,0,2,0,0,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0
2188,165,3/3/2018,Marsteller,Lock Haven,Walsh,Rider,0.9,420,3,0,2,0,0,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,5,0,0,1,0,1
2189,174,3/3/2018,Higgins,George Mason,Schoffstall,Edinboro,0.5,327,2,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,3,3,2,0,0,0,1,0,1,6,0,0,1,0,0,0
2190,174,3/3/2018,Schoffstall,Edinboro,Higgins,George Mason,1.5,327,1,1,0,0,1,1,3,3,3,2,0,0,0,1,0,1,6,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2191,174,3/3/2018,Stark,Cleveland State,Sherry,Rider,0.75,420,0,0,1,1,1,0,1,0,3,0,1,0,0,2,0,0,1,0,0,0,0,1,0,3,1,1,0,0,0,3,1,3,1,0,0,0,1,0,0,4,0,0,0,0,0,1
2192,174,3/3/2018,Sherry,Rider,Stark,Cleveland State,1.25,420,3,1,1,0,0,0,3,1,3,1,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,1,1,1,0,1,0,3,0,1,0,0,2,0,0,1,0,0,0,0,1,0
2193,174,3/3/2018,Rigous,Clarion,Murphy,Bloomsburg,1.1,420,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
2194,174,3/3/2018,Murphy,Bloomsburg,Rigous,Clarion,0.9,420,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1
2195,174,3/3/2018,Schoffstall,Edinboro,Siegrist,Lock Haven,1.25,420,2,1,0,0,1,1,1,1,3,2,0,0,0,1,0,0,11,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2196,174,3/3/2018,Siegrist,Lock Haven,Schoffstall,Edinboro,0.75,420,2,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,3,2,0,0,0,1,0,0,11,2,0,0,0,0,1
2197,174,3/3/2018,Rigous,Clarion,Sherry,Rider,0.9,420,1,0,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
2198,174,3/3/2018,Sherry,Rider,Rigous,Clarion,1.1,420,5,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2199,174,3/3/2018,Sherry,Rider,Schoffstall,Edinboro,1.1,420,1,0,0,0,4,3,3,1,2,1,0,0,1,3,1,0,3,0,0,0,0,0,1,1,0,1,0,3,0,0,0,7,3,0,0,0,6,0,0,0,1,0,0,1,0,0
2200,174,3/3/2018,Schoffstall,Edinboro,Sherry,Rider,0.9,420,1,0,1,0,3,0,0,0,7,3,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,0,4,3,3,1,2,1,0,0,1,3,1,0,3,0,0,0,0,0,1
2201,184,3/3/2018,Bulsak,Clarion,Ancewicz,Edinboro,1.1,420,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,184,3/3/2018,Ancewicz,Edinboro,Bulsak,Clarion,0.9,420,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1
2203,184,3/3/2018,Corba,Cleveland State,Stinson,Rider,1.25,420,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
2204,184,3/3/2018,Stinson,Rider,Corba,Cleveland State,0.75,420,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,2,0,0,1
2205,184,3/3/2018,Allard,Bloomsburg,Hazel,Lock Haven,0.9,420,1,0,1,0,3,1,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,3,1,0,0,1,2,0,0,0,1,0,0,1,0,1
2206,184,3/3/2018,Hazel,Lock Haven,Allard,Bloomsburg,1.1,420,1,1,0,0,0,0,1,0,3,1,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,1,0,3,1,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0
2207,184,3/3/2018,Corba,Cleveland State,Bulsak,Clarion,0.9,420,4,0,1,0,1,0,2,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,2,0,0,0,1,0,0,0,1,0,0,1,0,0
2208,184,3/3/2018,Bulsak,Clarion,Corba,Cleveland State,1.1,420,1,0,0,0,0,0,2,0,5,2,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,1,0,1,0,2,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2209,184,3/3/2018,Bulsak,Clarion,Hazel,Lock Haven,0.9,420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0
